
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1002101,MPブースト[Ⅲ],MP100以上時MP獲得量UP[Ⅲ],Passive,BUFF,MP_GAIN_OVER100,22.0%,N/A
1002102,受け継ぎし加護[Ⅲ],仲間戦闘不能時攻撃力・防御力UP[Ⅱ],Passive,BUFF_PARTY_DIE,ATTACK,5.0%,100.0%
,,,,BUFF_PARTY_DIE,DEFENSE,7.6%,100.0%
1002103,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1002104,アクセル・アデプト[Ⅷ],Accele MPUP[Ⅷ],Passive,BUFF,ACCEL,27.5%,100.0%
1002105,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1002106,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1002107,クライシスブルーム[Ⅱ],瀕死時攻撃力UP[Ⅱ] & 瀕死時防御力UP[Ⅱ],Passive,BUFF_DYING,ATTACK,15.0%,100.0%
,,,,BUFF_DYING,DEFENSE,30.0%,100.0%
1002108,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1002109,ガード・アデプト[Ⅲ],防御力UP[Ⅲ],Passive,BUFF,DEFENSE,22.5%,100.0%
1002110,エンチャントシールド[XIV],ダメージカット状態[XIV](自/1T),Active CD8,CONDITION_GOOD,DAMAGE_DOWN,70.0%,100.0%
1002111,モラール・アデプト[Ⅲ],MP獲得量UP[Ⅲ],Passive,BUFF,MP_GAIN,10.0%,100.0%
1002112,MPブースト[Ⅲ],MP100以上時MP獲得量UP[Ⅲ],Passive,BUFF,MP_GAIN_OVER100,22.0%,N/A
1002113,ブラスト・アデプト[Ⅳ],Blast ダメージUP[Ⅳ],Passive,BUFF,BLAST,25.0%,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1003,由比 鶴乃,2051,1179,1520,6%,6%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1003101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1003102,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1003103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1003104,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1003105,チャージ・アデプト[Ⅲ],Charge後ダメージUP[Ⅲ],Passive,BUFF,CHARGE,12.5%,100.0%
1003106,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1003107,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1003108,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1003109,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1003110,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1003111,マギアアップ[Ⅷ],マギアダメージUP[Ⅷ](自/1T),Active CD8,BUFF,MAGIA,22.5%,N/A
1003112,ドッペル・アデプト[Ⅲ],ドッペルダメージUP[Ⅲ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,15.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1003113,ブラスト・アデプト[Ⅳ],Blast ダメージUP[Ⅳ],Passive,BUFF,BLAST,25.0%,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1004,二葉 さな,2206,1015,3242,4%,6%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1004101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1004102,プロヴォーク・アデプト[Ⅱ],確率で挑発[Ⅱ],Passive,CONDITION_GOOD,PROVOKE,N/A,15.0%
1004103,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1004104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1004105,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1004106,フォティチュード・アデプト,【クエストのみ】耐える,Passive,CONDITION_GOOD,GUTS,N/A,100.0%
1004107,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1004108,モラール・アデプト[Ⅲ],MP獲得量UP[Ⅲ],Passive,BUFF,MP_GAIN,10.0%,100.0%
1004109,クレバー・アデプト[Ⅱ],MP獲得量UP[Ⅱ] & 弱点属性で攻撃されたときMPUP[Ⅰ],Passive,BUFF,MP_GAIN,7.5%,100.0%
,,,,CONDITION_GOOD,MP_PLUS_WEAKED,2.0%,100.0%
1004110,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1004111,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1004112,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1004113,ブラストシールド[Ⅲ],Blast ダメージカット状態[Ⅲ],Passive,CONDITION_GOOD,DAMAGE_DOWN_BLAST,15.0%,100.0%
1004114,アンチデバフ[Ⅲ],デバフ効果を3回無効(自/3T),Active CD6,IGNORE,DEBUFF NONE,N/A,100.0%
,,,,IGNORE,DEBUFF NONE,N/A,100.0%
,,,,IGNORE,DEBUFF NONE,N/A,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1005,深月 フェリシア,4187,1107,1606,4%,6%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1005101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1005102,ドッペル・アデプト[Ⅲ],ドッペルダメージUP[Ⅲ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,15.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1005103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1005104,ドッペル・アデプト[Ⅳ],ドッペルダメージUP[Ⅳ]&マギアダメージUP[Ⅱ],Passive,BUFF,DOPPEL,20.0%,N/A
,,,,BUFF,MAGIA,7.5%,100.0%
1005105,スタン・エッジ[Ⅱ],攻撃時に確率でスタン(1T)を付与[Ⅱ],Passive,ENCHANT,STUN,N/A,15.0%
1005106,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1005107,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1005108,クリティカル・アデプト[Ⅱ],確率でクリティカル[Ⅱ],Passive,CONDITION_GOOD,CRITICAL,200.0%,15.0%
1005109,アンチ・カウンター[Ⅷ],確率でカウンター無効[Ⅷ],Passive,IGNORE,COUNTER,N/A,60.0%
1005110,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1005111,チャージ・アデプト[Ⅱ],Charge後ダメージUP[Ⅱ],Passive,BUFF,CHARGE,10.0%,100.0%
1005112,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1005113,モラール・アデプト[Ⅲ],MP獲得量UP[Ⅲ],Passive,BUFF,MP_GAIN,10.0%,100.0%
1005114,フルスウィングアップ[Ⅲ],Charge後ダメージUP[Ⅲ] & Blast ダメージUP[Ⅲ](自/1T),Active CD8,BUFF,CHARGE,10.0%,N/A
,,,,BUFF,BLAST,25.0%,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1006,梓 みふゆ,7341,2276,3764,6%,3%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1006101,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1006102,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1006103,メズマライズ・エッジ[Ⅲ],攻撃時確率で幻惑(1T)付与[Ⅲ],Passive,ENCHANT,BLINDNESS,50.0%,20.0%
1006104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1006105,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1006106,クリティカル・アデプト[Ⅱ],確率でクリティカル[Ⅱ],Passive,CONDITION_GOOD,CRITICAL,200.0%,15.0%
1006107,ファスト・マナアップ,MPが15%溜まった状態でバトル開始,Passive,INITIAL,MP,15.0%,100.0%
1006108,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1006109,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1006110,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1006111,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1006112,アンチ・シールマギア,必ずマギア不可無効,Passive,IGNORE,BAN_MAGIA,N/A,100.0%
1006113,スキルクイック[Ⅲ],確率でスキルクイック[Ⅲ],Passive,CONDITION_GOOD,SKILL_QUICK,N/A,15.0%
1006114,メズマライズアクセル[Ⅴ],必ず幻惑(敵単/1T)&Accele MPUP[Ⅴ](自/1T),Active CD5,CONDITION_BAD,BLINDNESS,50.0%,100.0%
,,,,BUFF,ACCEL,20.0%,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1007,里見 灯花,7103,2556,3271,6%,8%,4%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1007101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1007102,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1007103,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1007104,アクセル・アデプト[Ⅱ],Accele MPUP[Ⅱ],Passive,BUFF,ACCEL,12.5%,100.0%
1007105,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1007106,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1007107,マギア・アデプト[Ⅲ],マギアダメージUP[Ⅲ],Passive,BUFF,MAGIA,10.0%,100.0%
1007108,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1007109,テクニカル・アデプト[Ⅱ],ChargeディスクダメージUP[Ⅱ],Passive,BUFF,CHARGING,10.0%,N/A
1007110,ブルーム・アデプト[Ⅲ],攻撃力UP[Ⅲ]&防御力UP[Ⅲ],Passive,BUFF,ATTACK,15.0%,100.0%
,,,,BUFF,DEFENSE,22.5%,100.0%
1007111,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1007112,アクアシールド・アデプト[Ⅲ],水属性ダメージカット状態[Ⅲ],Passive,CONDITION_GOOD,DAMAGE_DOWN_WATER,15.0%,100.0%
1007113,マギアドレイン[Ⅵ],マギアダメージDOWN[Ⅵ](敵単/1T)&マギアダメージUP[Ⅵ](自/1T),Active CD6,DEBUFF,MAGIA,30.0%,N/A
,,,,BUFF,MAGIA,17.5%,N/A
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1008,アリナ・グレイ,7981,2753,1991,6%,6%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1008101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1008102,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1008103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1008104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1008105,アクセル・アデプト[Ⅲ],Accele MPUP[Ⅲ],Passive,BUFF,ACCEL,15.0%,100.0%
1008106,クリティカル・アデプト[Ⅱ],確率でクリティカル[Ⅱ],Passive,CONDITION_GOOD,CRITICAL,200.0%,15.0%
1008107,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1008108,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1008109,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1008110,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1008111,ポイズン・エッジ[Ⅱ],攻撃時確率で毒(3T)付与[Ⅱ],Passive,ENCHANT,POISON,5.0%,15.0%
1008112,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1008113,ヴェノム,必ず強化毒(敵単/1T),Active CD10,CONDITION_BAD,POISON,30.0%,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1009,水波 レナ,6204,2687,2198,6%,3%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1009101,ドッペル・アデプト[Ⅲ],ドッペルダメージUP[Ⅲ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,15.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1009102,アンチ・シールマギア[Ⅶ],確率でマギア不可無効[Ⅶ],Passive,IGNORE,BAN_MAGIA,N/A,55.0%
1009103,チャージ・アデプト[Ⅱ],Charge後ダメージUP[Ⅱ],Passive,BUFF,CHARGE,10.0%,100.0%
1009104,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1009105,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1009106,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1009107,ドッペル・アデプト[Ⅳ],ドッペルダメージUP[Ⅳ]&マギアダメージUP[Ⅱ],Passive,BUFF,DOPPEL,20.0%,N/A
,,,,BUFF,MAGIA,7.5%,100.0%
1009108,エイミング・アデプト[Ⅲ],確率で回避無効[Ⅲ],Passive,IGNORE,AVOID,N/A,35.0%
1009109,アクセルライズ[Ⅳ],Accele MPUP[Ⅳ](自/3T),Active CD7,BUFF,ACCEL,17.5%,N/A
1009110,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1009111,MPブースト[Ⅲ],MP100以上時MP獲得量UP[Ⅲ],Passive,BUFF,MP_GAIN_OVER100,22.0%,N/A
1009112,マギア・アデプト[Ⅲ],マギアダメージUP[Ⅲ],Passive,BUFF,MAGIA,10.0%,100.0%
1009113,クリティカル・アデプト[Ⅱ],確率でクリティカル[Ⅱ],Passive,CONDITION_GOOD,CRITICAL,200.0%,15.0%
1009114,ファスト・マナアップ,MPが15%溜まった状態でバトル開始,Passive,INITIAL,MP,15.0%,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1010,十咎 ももこ,7309,2395,4132,3%,3%,4%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1010101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1010102,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1010103,ドッペル・アデプト[Ⅳ],ドッペルダメージUP[Ⅳ]&マギアダメージUP[Ⅱ],Passive,BUFF,DOPPEL,20.0%,N/A
,,,,BUFF,MAGIA,7.5%,100.0%
1010104,チャージ・アデプト[Ⅱ],Charge後ダメージUP[Ⅱ],Passive,BUFF,CHARGE,10.0%,100.0%
1010105,ドッペル・アデプト[Ⅳ],ドッペルダメージUP[Ⅳ]&マギアダメージUP[Ⅱ],Passive,BUFF,DOPPEL,20.0%,N/A
,,,,BUFF,MAGIA,7.5%,100.0%
1010106,テクニカル・アデプト[Ⅳ],ChargeディスクダメージUP[Ⅳ],Passive,BUFF,CHARGING,20.0%,N/A
1010107,アクセル・アデプト[Ⅲ],Accele MPUP[Ⅲ],Passive,BUFF,ACCEL,15.0%,100.0%
1010108,カバーリング・アデプト[Ⅱ],確率で味方をかばう[Ⅱ],Passive,CONDITION_GOOD,PROTECT,N/A,15.0%
1010109,フォティチュード・アデプト,【クエストのみ】耐える,Passive,CONDITION_GOOD,GUTS,N/A,100.0%
1010110,チャージコンボプラス[Ⅲ],Charge Combo時Charge数+3,Passive,CONDITION_GOOD,C_COMBO_PLUS,300.0%,100.0%
1010111,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1010112,モラール・アデプト[Ⅲ],MP獲得量UP[Ⅲ],Passive,BUFF,MP_GAIN,10.0%,100.0%
1010113,ペネトレイト・アデプト[Ⅱ],確率で防御無視[Ⅱ],Passive,CONDITION_GOOD,DEFENSE_IGNORED,N/A,15.0%
1010114,チャージ・アデプト[Ⅱ],Charge後ダメージUP[Ⅱ],Passive,BUFF,CHARGE,10.0%,100.0%
1010115,エストック,必ずダメージカット無視(自/1T),Active CD10,IGNORE,DAMAGE_DOWN,N/A,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1011,秋野 かえで,5124,1373,1824,6%,6%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1011101,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1011102,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1011103,MPブースト[Ⅰ],MP100以上時MP獲得量UP[Ⅰ],Passive,BUFF,MP_GAIN_OVER100,15.0%,N/A
1011104,ドッペル・アデプト[Ⅰ],ドッペルダメージUP[Ⅰ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,5.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1011105,マギア・アデプト[Ⅲ],マギアダメージUP[Ⅲ],Passive,BUFF,MAGIA,10.0%,100.0%
1011106,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1011107,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1011108,シールド・アデプト[Ⅱ],ダメージカット状態[Ⅱ],Passive,CONDITION_GOOD,DAMAGE_DOWN,10.0%,100.0%
1011109,ブラスト・アデプト[Ⅱ],Blast ダメージUP[Ⅱ],Passive,BUFF,BLAST,16.5%,100.0%
1011110,フォッグ・エッジ[Ⅱ],攻撃時確率で霧(3T)付与[Ⅱ],Passive,ENCHANT,FOG,25.0%,15.0%
1011111,チャージ・アデプト[Ⅱ],Charge後ダメージUP[Ⅱ],Passive,BUFF,CHARGE,10.0%,100.0%
1011112,ミスト,必ず霧(敵単/1T),Active CD7,CONDITION_BAD,FOG,25.0%,100.0%
1011113,アンチ・ポイズン,必ず毒無効,Passive,IGNORE,POISON,N/A,100.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1012,御園 かりん,6475,1937,2831,6%,3%,5%
											
Skill No.,Skill Name,Description,Type,Effect Verb,Effect Name,Effect Value,Effect Probability
1012101,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1012102,アンチ・カース[Ⅶ],確率で呪い無効[Ⅶ],Passive,IGNORE,CURSE,N/A,55.0%
1012103,MPブースト[Ⅱ],MP100以上時MP獲得量UP[Ⅱ],Passive,BUFF,MP_GAIN_OVER100,20.0%,N/A
1012104,チャージ・アデプト[Ⅱ],Charge後ダメージUP[Ⅱ],Passive,BUFF,CHARGE,10.0%,100.0%
1012105,ドッペル・アデプト[Ⅲ],ドッペルダメージUP[Ⅲ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,15.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1012106,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1012107,パリィ・アデプト[Ⅱ],確率で回避[Ⅱ],Passive,CONDITION_GOOD,AVOID,N/A,15.0%
1012108,マギア・アデプト[Ⅱ],マギアダメージUP[Ⅱ],Passive,BUFF,MAGIA,7.5%,100.0%
1012109,スキルクイック[Ⅲ],確率でスキルクイック[Ⅲ],Passive,CONDITION_GOOD,SKILL_QUICK,N/A,15.0%
1012110,アンチ・シールマギア,必ずマギア不可無効,Passive,IGNORE,BAN_MAGIA,N/A,100.0%
1012111,ドッペル・アデプト[Ⅲ],ドッペルダメージUP[Ⅲ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,15.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1012112,ディトゥシー[Ⅰ],MPダメージ[Ⅰ](敵単) & 防御力DOWN[Ⅴ](敵単/1T),Active CD8,HEAL,MP_DAMAGE,300.0,N/A
,,,,DEBUFF,DEFENSE,25.0%,N/A
1012113,ドッペル・アデプト[Ⅲ],ドッペルダメージUP[Ⅲ]&マギアダメージUP[Ⅰ],Passive,BUFF,DOPPEL,15.0%,N/A
,,,,BUFF,MAGIA,5.0%,100.0%
1012114,メズマライズ・エッジ[Ⅱ],攻撃時確率で幻惑(1T)付与[Ⅱ],Passive,ENCHANT,BLINDNESS,50.0%,15.0%
											
											
ID,Name,Enhanced HP,Enhanced ATK,Enhanced DEF,Enhanced Accele,Enhanced Blast,Enhanced Charge
1013,竜城 明日香,3032,1070,3433,4%,6%,8%
